# bpm=135.9992
# duration=219.0803
kick	44.8377	0.3034
onset	44.9306	0.1887
kick	45.0003	0.6776
beat	45.0467	1.0000
hat	45.0467	0.3197
onset	45.0467	0.2739
snare	45.2557	0.3888
hat	45.2557	0.4177
onset	45.2557	0.1248
hat	45.3718	0.2261
beat	45.3950	1.0000
onset	45.3950	0.1603
hat	45.4879	0.2062
snare	45.6737	0.2384
hat	45.6737	0.4790
kick	45.6969	0.2978
onset	45.6969	0.1888
onset	45.8130	0.1299
kick	45.8362	0.7234
beat	45.8826	1.0000
onset	45.8826	0.1487
hat	45.9059	0.4795
snare	45.9291	0.1674
kick	46.0220	0.2183
onset	46.0220	0.2062
snare	46.1148	0.3450
hat	46.1148	0.4456
kick	46.1613	0.2500
onset	46.2077	0.1329
hat	46.2309	0.2866
hat	46.3238	0.2790
beat	46.3470	1.0000
kick	46.3470	0.4414
snare	46.3470	0.2912
onset	46.3470	0.3832
snare	46.4399	0.1645
snare	46.5560	0.4417
hat	46.5560	0.4989
kick	46.6024	0.1769
onset	46.6024	0.2189
beat	46.6953	1.0000
onset	46.6953	0.1447
kick	46.7185	0.3410
hat	46.7882	0.4966
kick	46.8346	0.3237
snare	46.9972	0.2357
hat	46.9972	0.3339
kick	47.0436	0.3218
onset	47.0436	0.2119
onset	47.1133	0.2241
kick	47.1365	0.2099
hat	47.2062	0.3652
beat	47.2294	1.0000
snare	47.4151	0.4358
hat	47.4151	0.5495
kick	47.4848	0.4881
onset	47.4848	0.1652
snare	47.5312	0.1774
onset	47.5545	0.1923
beat	47.6473	1.0000
snare	47.6473	0.2648
hat	47.6473	0.6540
onset	47.6473	0.1869
onset	47.7170	0.1558
kick	47.7634	0.2530
snare	47.8563	0.5771
hat	47.8563	0.3914
onset	47.8563	0.2738
kick	47.8795	0.4534
snare	47.9724	0.1741
beat	48.0189	1.0000
onset	48.0189	0.1595
kick	48.0421	0.3872
hat	48.0885	0.4903
snare	48.2046	0.2247
hat	48.2975	0.5034
onset	48.2975	0.2350
kick	48.3207	0.5816
hat	48.5065	0.4082
beat	48.5297	1.0000
snare	48.5297	0.1839
onset	48.5297	0.2122
kick	48.6226	0.3956
onset	48.6226	0.1155
hat	48.7155	0.2790
onset	48.7619	0.1232
kick	48.7851	0.2199
onset	48.9012	0.2881
hat	48.9477	0.3699
snare	48.9709	0.1850
beat	49.0638	1.0000
kick	49.0638	0.4081
onset	49.0638	0.3636
snare	49.1566	0.4536
hat	49.1566	0.2864
onset	49.2960	0.3160
kick	49.3656	0.4026
snare	49.3888	0.2213
hat	49.3888	0.3368
beat	49.4353	1.0000
kick	49.5282	0.5248
snare	49.5514	0.1507
onset	49.5746	0.3833
hat	49.5978	0.3552
hat	49.7139	0.2714
onset	49.7371	0.2496
beat	49.8068	1.0000
kick	49.8068	0.4809
onset	49.8068	0.1503
hat	49.8300	0.4521
hat	49.9461	0.4409
snare	50.0390	0.4320
onset	50.0390	0.2428
kick	50.0622	0.2508
kick	50.1783	0.4395
onset	50.1783	0.2233
hat	50.2480	0.2162
snare	50.2712	0.3091
beat	50.3873	1.0000
kick	50.3873	0.2732
onset	50.3873	0.1339
snare	50.4570	0.3144
hat	50.4570	0.2537
kick	50.5266	0.3118
onset	50.5266	0.1707
hat	50.5731	0.1926
kick	50.6195	0.4623
kick	50.7124	0.2376
beat	50.7588	1.0000
snare	50.7588	0.2021
onset	50.7588	0.0921
snare	50.8981	0.2204
hat	50.8981	0.2886
onset	50.9214	0.0689
hat	51.0142	0.1470
kick	51.0607	0.6311
beat	51.1071	1.0000
onset	51.1071	0.1901
snare	51.1303	0.1705
hat	51.1303	0.4510
snare	51.2464	0.1391
snare	51.3393	0.3921
hat	51.3393	0.4712
onset	51.3393	0.1015
onset	51.4554	0.1574
kick	51.5019	0.2558
snare	51.5715	0.1378
hat	51.5715	0.2945
beat	51.6412	1.0000
snare	51.7573	0.1833
hat	51.7573	0.3190
onset	51.7805	0.1859
kick	51.8037	0.1804
onset	51.8966	0.3400
kick	51.9663	0.3149
onset	51.9663	0.1151
hat	51.9895	0.3913
beat	52.1056	1.0000
kick	52.1056	0.2005
onset	52.1056	0.2009
snare	52.1985	0.2768
hat	52.1985	0.3994
kick	52.2681	0.3006
hat	52.3146	0.2630
onset	52.3378	0.1473
snare	52.4074	0.1546
hat	52.4307	0.3287
kick	52.4539	0.2116
beat	52.5235	1.0000
snare	52.5932	0.3108
hat	52.6396	0.3226
hat	52.7093	0.3767
kick	52.8022	0.3714
onset	52.8486	0.5171
hat	52.8718	0.3498
snare	52.8951	0.1597
beat	52.9647	1.0000
snare	53.0808	0.4462
hat	53.0808	0.4926
kick	53.1273	0.2153
onset	53.1273	0.1181
snare	53.2898	0.4023
hat	53.2898	0.5871
onset	53.2898	0.1527
kick	53.3130	0.2680
beat	53.4059	1.0000
snare	53.4059	0.1659
kick	53.4291	0.1722
hat	53.4988	0.2292
onset	53.5684	0.0919
kick	53.6381	0.2719
onset	53.6613	0.0889
snare	53.7310	0.4897
hat	53.7310	0.6076
kick	53.8006	0.3796
beat	53.8471	1.0000
hat	53.8471	0.3935
snare	53.9400	0.4090
kick	53.9632	0.2011
kick	54.0793	0.2668
onset	54.0793	0.1214
snare	54.1489	0.2271
hat	54.1722	0.4019
beat	54.2883	1.0000
snare	54.3811	0.2571
kick	54.4276	0.3283
onset	54.4276	0.0945
onset	54.5205	0.2594
kick	54.5437	0.6750
hat	54.6133	0.2599
kick	54.7294	0.2352
beat	54.8223	1.0000
snare	54.8223	0.4722
hat	54.8223	0.1618
onset	54.8223	0.2557
kick	54.8688	0.2377
snare	54.9152	0.1901
kick	54.9616	0.3028
hat	55.0313	0.0787
hat	55.1706	0.0850
snare	55.2403	0.3756
beat	55.2635	1.0000
kick	55.2635	0.3493
onset	55.2635	0.2368
hat	55.3796	0.0791
kick	55.4028	0.3544
onset	55.4028	0.3429
onset	55.4957	0.1102
